Fund Name,Fund Symbol,Date Updated,Fund Holding Stock Name Via Vanguard,Fund Holding Stock Ticker,Fund Holding Percentage,Share Price Test
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,White Mountains Insurance Group Ltd.,WTM,0.030609%,646.98
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,SM Energy Co.,SM,0.034262%,30.29
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,City National Corp./CA,CYN,0.032036%,78.38
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Owens-Illinois Inc.,OI,0.031272%,24.86
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Post Properties Inc.,PPS,0.034068%,58.94
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Valero Energy Corp.,VLO,0.033501%,46.81
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Burger King Worldwide Inc.,BKW,0.030206%,36.66
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,National Oilwell Varco Inc.,NOV,0.034539%,63.01
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Liberty Media Corp. Class A,LMCA,0.029146%,35.02
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Telephone & Data Systems Inc.,TDS,0.029897%,23.85
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Hill-Rom Holdings Inc.,HRC,0.033463%,46.1
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Cardinal Health Inc.,CAH,0.031273%,80.47
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Oil States International Inc.,OIS,0.030467%,43.4
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,HollyFrontier Corp.,HFC,0.033196%,37.79
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,TripAdvisor Inc.,TRIP,0.032670%,72.8
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,FactSet Research Systems Inc.,FDS,0.029507%,137.53
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Republic Services Inc. Class A,RSG,0.033873%,39.32
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Techne Corp.,TECH,0.028680%,92.14
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,First Horizon National Corp.,FHN,0.029440%,12.99
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Solera Holdings Inc.,SLH,0.032889%,48.59
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Nabors Industries Ltd.,NBR,0.030818%,10.51
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Total System Services Inc.,TSS,0.029937%,33.08
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Twitter Inc.,TWTR,0.032541%,36.7
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Starz,STRZA,0.031898%,28.67
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Donaldson Co. Inc.,DCI,0.028848%,37.9
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Freeport-McMoRan Inc.,FCX,0.033103%,22.98
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Dillard's Inc. Class A,DDS,0.028010%,113.24
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Superior Energy Services Inc.,SPN,0.028788%,17.97
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Westlake Chemical Corp.,WLK,0.032288%,58.04
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Thor Industries Inc.,THO,0.030254%,54.8
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Con-way Inc.,CNW,0.029494%,47.39
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Atwood Oceanics Inc.,ATW,0.032135%,27.71
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,American Homes 4 Rent Class A,AMH,0.031636%,17.11
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Babcock & Wilcox Co.,BWC,0.028554%,28.51
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Big Lots Inc.,BIG,0.032576%,40.67
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Alliant Techsystems Inc.,ATK,0.027251%,106.19
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,HCC Insurance Holdings Inc.,HCC,0.027972%,53.43
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Whole Foods Market Inc.,WFM,0.031384%,47.7
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,MRC Global Inc.,MRC,0.029380%,14.58
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,SPX Corp.,SPW,0.028487%,82.3
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,DDR Corp.,DDR,0.030919%,18.23
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,CH Robinson Worldwide Inc.,CHRW,0.030371%,72.48
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Questar Corp.,STR,0.027488%,24.69
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,BlackRock Inc.,BLK,0.031542%,353.83
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Aflac Inc.,AFL,0.026704%,59.57
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Silgan Holdings Inc.,SLGN,0.027318%,51.96
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Dril-Quip Inc.,DRQ,0.030611%,73.17
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,TCF Financial Corp.,TCB,0.028552%,15.24
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Brinker International Inc.,EAT,0.027757%,55.9
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,MBIA Inc.,MBI,0.030219%,9.48
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Tech Data Corp.,TECD,0.029612%,62.58
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Varian Medical Systems Inc.,VAR,0.026796%,86.23
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Reliance Steel & Aluminum Co.,RS,0.030754%,60.29
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Quest Diagnostics Inc.,DGX,0.025854%,64.82
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Cerner Corp.,CERN,0.026493%,63.33
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Allied World Assurance Co. Holdings AG,AWH,0.029752%,36.85
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Aaron's Inc.,AAN,0.027796%,27.16
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Huntington Bancshares Inc./OH,HBAN,0.026978%,10.25
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Patterson-UTI Energy Inc.,PTEN,0.029402%,15.05
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Juniper Networks Inc.,JNPR,0.028913%,21.37
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Williams Cos. Inc.,WMB,0.026146%,44.13
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,TFS Financial Corp.,TFSL,0.030013%,15.08
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Nationstar Mortgage Holdings Inc.,NSM,0.024980%,30.82
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Family Dollar Stores Inc.,FDO,0.025616%,79.48
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Prudential Financial Inc.,PRH,0.028635%,0.24
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,General Dynamics Corp.,GD,0.026835%,142.4
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Discovery Communications Inc.,DISCA,0.026004%,34.05
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Sabre Corp.,SABR,0.028101%,19.4
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Deere & Co.,DE,0.027619%,87.99
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Platform Specialty Products Corp.,PAH,0.024982%,22.93
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Martin Marietta Materials Inc.,MLM,0.028649%,111.45
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Alliant Energy Corp.,LNT,0.024260%,64.31
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Hertz Global Holdings Inc.,HTZ,0.024838%,22.34
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Synovus Financial Corp.,SNV,0.027887%,26.14
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,EP Energy Corp. Class A,EPE,0.025697%,8.1
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Pilgrim's Pride Corp.,PPC,0.024865%,35.79
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Brixmor Property Group Inc.,BRX,0.027103%,24.36
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Stanley Black & Decker Inc.,SWJ,0.026601%,601
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Copa Holdings SA Class A,CPA,0.024044%,97.55
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,National Instruments Corp.,NATI,0.027568%,31.5
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,John Wiley & Sons Inc. Class A,JW.A,0.023192%,57.38
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,AO Smith Corp.,AOS,0.023401%,54.15
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Navistar International Corp.,NAV,0.026252%,36.79
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Ventas Inc.,VTR,0.024493%,73.67
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,ADT Corp.,ADT,0.023478%,31.45
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Tahoe Resources Inc.,TAHO,0.025210%,12.47
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,MSC Industrial Direct Co. Inc. Class A,MSM,0.024743%,79.11
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,LPL Financial Holdings Inc.,LPLA,0.022046%,43.3
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Kennametal Inc.,KMT,0.025006%,34.85
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,McGraw Hill Financial Inc.,MHFI,0.021145%,90.73
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Consolidated Edison Inc.,ED,0.021175%,64.43
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Patterson Cos. Inc.,PDCO,0.023524%,48.16
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Nucor Corp.,NUE,0.022003%,52.97
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,L-3 Communications Holdings Inc.,LLL,0.021450%,122.71
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Coach Inc.,COH,0.023192%,34.46
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,CommScope Holding Co. Inc.,COMM,0.022670%,22.3
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Atmel Corp.,ATML,0.020458%,8.06
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,AGCO Corp.,AGCO,0.023216%,42.92
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Newfield Exploration Co.,NFX,0.019594%,24.02
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Assured Guaranty Ltd.,AGO,0.019999%,26.28
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,AVX Corp.,AVX,0.021435%,14.51
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Murphy Oil Corp.,MUR,0.019675%,45.66
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Comcast Corp.,CMCSA,0.019174%,55.9
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,IDEX Corp.,IEX,0.020744%,75.56
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Manpowergroup Inc.,MAN,0.020205%,66.35
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Wendy's Co.,WEN,0.018289%,8.68
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Clorox Co.,CLX,0.020884%,100.92
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Herbalife Ltd.,HLF,0.017662%,40.71
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Charles River Laboratories International Inc.,CRL,0.018139%,62.98
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Hilton Worldwide Holdings Inc.,HLT,0.020215%,26.26
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Morningstar Inc.,MORN,0.018874%,63.95
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,CNA Financial Corp.,CNA,0.018241%,38.51
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Illinois Tool Works Inc.,ITW,0.019727%,94.99
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Las Vegas Sands Corp.,LVS,0.019385%,55.86
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Hanover Insurance Group Inc.,THG,0.017527%,70.77
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,AGL Resources Inc.,GAS,0.019397%,52.61
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Viacom Inc. Class B,VIA,0.016347%,73.17
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,HCP Inc.,HCP,0.016761%,45.3
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Liberty Ventures Class A,LVNTB,0.018832%,36.38
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Covanta Holding Corp.,CVA,0.017480%,23.42
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Artisan Partners Asset Management Inc. Class A,APAM,0.016660%,48.58
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Paychex Inc.,PAYX,0.018142%,46.87
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Retail Properties of America Inc.,RPAI,0.017821%,16.33
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Dun & Bradstreet Corp.,DNB,0.016033%,116.59
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Marathon Oil Corp.,MRO,0.018006%,26.25
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Norfolk Southern Corp.,NSC,0.015177%,102.63
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Scotts Miracle-Gro Co. Class A,SMG,0.015597%,61.4
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,News Corp. Class A,NWS,0.017472%,14.78
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Genworth Financial Inc. Class A,GNW,0.016082%,8.24
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,ACE Ltd.,ACE,0.015259%,115.09
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Armstrong World Industries Inc.,AWI,0.016454%,50.61
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,BOK Financial Corp.,BOKF,0.015970%,60.42
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Liberty TripAdvisor Holdings Inc. Class A,LTRPA,0.014321%,25.4
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Omnicom Group Inc.,OMC,0.016375%,77.51
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Foster Wheeler AG,FWLT,0.013715%,0
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Eaton Corp. plc,ETN,0.013928%,66.83
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,General Mills Inc.,GIS,0.015591%,52.48
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Bio-Rad Laboratories Inc. Class A,BIO,0.014272%,119.06
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Becton Dickinson and Co.,BDX,0.013711%,138.02
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,International Paper Co.,IP,0.014652%,54.42
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,CME Group Inc./IL,CME,0.013989%,88.48
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Panera Bread Co. Class A,PNRA,0.012661%,164.34
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Discovery Communications Inc. Class A,DISCA,0.014502%,34.05
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,ProAssurance Corp.,PRA,0.011883%,48.08
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Lexmark International Inc. Class A,LXK,0.011945%,41.13
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Rowan Cos. plc Class A,RDC,0.013361%,19.9
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Bally Technologies Inc.,BYI,0.012382%,83.27
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,JC Penney Co. Inc.,JCP,0.011973%,6.09
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Annaly Capital Management Inc.,NLY,0.013029%,11.52
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,BB&T Corp.,BBT,0.012667%,38.18
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,International Game Technology,IGT,0.011355%,17.07
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Fastenal Co.,FAST,0.012479%,46.44
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,WPX Energy Inc.,WPX,0.010491%,10.62
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Kraft Foods Group Inc.,KRFT,0.010767%,60.06
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,KBR Inc.,KBR,0.012070%,15.73
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Chico's FAS Inc.,CHS,0.011031%,15.31
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Sprint Corp.,S,0.010554%,4.4
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,NCR Corp.,NCR,0.011018%,28.05
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,MGM Resorts International,MGM,0.010742%,20.54
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,FLIR Systems Inc.,FLIR,0.009105%,32.38
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,CBS Outdoor Americas Inc.,CBSO,0.010297%,0
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Linear Technology Corp.,LLTC,0.008706%,45.54
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Tesla Motors Inc.,TSLA,0.008835%,208.88
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Taylor Morrison Home Corp. Class A,TMHC,0.009711%,17.09
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Health Care REIT Inc.,HCN,0.008996%,76.37
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Albemarle Corp.,ALB,0.008777%,57.87
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Air Products & Chemicals Inc.,APD,0.009463%,143.27
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Maxim Integrated Products Inc.,MXIM,0.009304%,30.79
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Edwards Lifesciences Corp.,EW,0.008329%,132.07
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Prologis Inc.,PLD,0.008992%,42.89
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,CA Inc.,CA,0.007392%,30.11
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,CBOE Holdings Inc.,CBOE,0.007387%,63.53
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,ON Semiconductor Corp.,ONNN,0.007782%,9.77
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Murphy USA Inc.,MUSA,0.006855%,62.6
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Intercept Pharmaceuticals Inc.,ICPT,0.006243%,140.17
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Owens Corning,OC,0.006759%,34.16
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Mosaic Co.,MOS,0.006642%,45.66
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Toll Brothers Inc.,TOL,0.006006%,32.13
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Netflix Inc.,NFLX,0.006524%,334.63
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Arrow Electronics Inc.,ARW,0.005489%,57.41
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,CDK Global Inc.,CDK,0.005365%,40.17
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,FNF Group,FNF,0.005685%,32.95
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,United States Cellular Corp.,USM,0.005238%,36.31
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Hospitality Properties Trust,HPT,0.004964%,31.31
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Washington Prime Group Inc.,WPG,0.005204%,16.72
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,United Rentals Inc.,URI,0.005077%,106.53
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,NOW Inc.,DNOW,0.004524%,24.01
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Liberty Interactive Corp. Class A,QVCA,0.005076%,28.45
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,First Solar Inc.,FSLR,0.004189%,43.04
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Middleby Corp.,MIDD,0.003697%,95.56
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Boston Scientific Corp.,BSX,0.003974%,12.89
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Santander Consumer USA Holdings Inc.,SC,0.003663%,18.36
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,AMC Networks Inc. Class A,AMCX,0.003494%,60.01
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Chipotle Mexican Grill Inc. Class A,CMG,0.003736%,654.39
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Synchrony Financial,SYF,0.003496%,29.52
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,LKQ Corp.,LKQ,0.002835%,28.56
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Hain Celestial Group Inc.,HAIN,0.003246%,113.02
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Chesapeake Energy Corp.,CHK,0.002704%,16.71
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Freescale Semiconductor Ltd.,FSL,0.002700%,24.56
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Jazz Pharmaceuticals plc,JAZZ,0.002972%,173.21
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Stratasys Ltd.,SSYS,0.002648%,86.98
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Apollo Education Group Inc.,APOL,0.002462%,32.35
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Royal Gold Inc.,RGLD,0.002677%,67.78
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Kirby Corp.,KEX,0.002550%,87.48
